Deeply Under Construction.

row     status      agegrp      cond        duration
----------------------------------------------------
 33227  recovered   age20_39    51|66      
 33234  recovered   age20_39    61|85      
 33240  recovered   age20_39    60|72      
 33241  recovered   age20_39    52|80|132  
 33242  recovered   age20_39    70|80      
 33244  recovered   age20_39    58|79      
 33246  recovered   age20_39    60|98      
 33249  recovered   age20_39    63|72      
 33251  recovered   age20_39    62|86      
 33255  recovered   age20_39    64|75      
 33257  recovered   age20_39    38|57      
 33261  recovered   age20_39    45|56      
 33267  recovered   age20_39    54|106     
 33268  recovered   age20_39    52|72      
 33272  recovered   age20_39    57|69      
 33273  recovered   age20_39    69|78      
 33278  recovered   age20_39    47|63      
 33283  recovered   age20_39    53|63      
 33286  recovered   age20_39    59|86      
 33287  recovered   age20_39    66|80      
 33290  recovered   age20_39    52|70|85   
 33292  recovered   age20_39    61|70|91   
 33293  recovered   age20_39    37|58|74   
 33294  recovered   age20_39    50|59|75|89
 33296  recovered   age20_39    44|76      
 33299  recovered   age20_39    46|56|76   
 33300  recovered   age20_39    59|108     
 33301  recovered   age20_39    55|78      
 33302  recovered   age20_39    52|63|72   
 33303  recovered   age20_39    49|91      
 33306  recovered   age20_39    49|59|74|86
 33307  recovered   age20_39    38|57      
 33310  recovered   age20_39    42|56      
 33314  recovered   age20_39    54|76      
 33315  recovered   age20_39    47|64      
 33316  recovered   age20_39    51|104     
 33317  recovered   age20_39    42|52|76   
 33318  recovered   age20_39    45|72      
 33320  recovered   age20_39    49|63      
 33331  recovered   age20_39    56|91      
 33336  recovered   age20_39    64|81      
 33340  recovered   age20_39    60|69      
 33345  recovered   age20_39    43|54|73   
 33347  recovered   age20_39    64|88|101  
 33351  recovered   age20_39    55|69      
 33356  recovered   age20_39    58|73      
 33358  recovered   age20_39    64|90      
 33362  recovered   age20_39    30|65      
 33363  recovered   age20_39    54|73      
 33365  recovered   age20_39    44|67      
 33367  recovered   age20_39    54|66|80   
 33368  recovered   age20_39    44|72      
 33387  recovered   age20_39    57|74      
 33390  recovered   age20_39    45|62      
 33391  recovered   age20_39    53|75      
 33392  recovered   age20_39    49|64      
 33396  recovered   age20_39    54|73      
 33399  recovered   age20_39    52|63      
 33401  recovered   age20_39    52|81      
 33402  recovered   age20_39    61|81      
 33404  recovered   age20_39    55|66      
 33405  recovered   age20_39    53|67      
 33406  recovered   age20_39    27|79      
 33409  recovered   age20_39    55|105     
 33410  recovered   age20_39    61|101     
 33412  recovered   age20_39    53|70      
 33418  recovered   age20_39    57|74      
 33420  recovered   age20_39    45|83      
 33427  recovered   age20_39    68|90      
 33428  recovered   age20_39    57|87      
 33429  recovered   age20_39    55|74      
 33431  recovered   age20_39    47|92      
 33433  recovered   age20_39    59|74      
 33436  recovered   age20_39    37|83      
 33440  recovered   age20_39    53|65      
 33441  recovered   age20_39    55|74      
 33443  recovered   age20_39    58|77      
 33448  recovered   age20_39    57|69      
 33451  recovered   age20_39    54|73|94   
 33458  recovered   age20_39    53|76      
 33462  recovered   age20_39    23|69      
 33463  recovered   age20_39    53|70|106  
 33464  recovered   age20_39    26|80      
 33466  recovered   age20_39    44|63      
 33468  recovered   age20_39    48|69      
 33471  recovered   age20_39    42|61      
 33472  recovered   age20_39    42|80      
 33474  recovered   age20_39    50|77      
 33481  recovered   age20_39    73|97      
 33482  recovered   age20_39    53|77      
 33484  recovered   age20_39    46|69      
 33487  recovered   age20_39    33|53      
 33488  recovered   age20_39    69|79      
 33491  recovered   age20_39    65|80      
 33497  recovered   age20_39    61|70      
 33498  recovered   age20_39    45|60|76   
 33503  recovered   age20_39    56|67      
 33505  recovered   age20_39    54|65      
 33509  recovered   age20_39    65|86|114  
 33510  recovered   age20_39    51|65      
 33515  recovered   age20_39    47|62|89   
 33516  recovered   age20_39    61|76      
 33525  recovered   age20_39    50|97      
 33527  recovered   age20_39    62|89      
 33534  recovered   age20_39    43|58      
 33541  recovered   age20_39    43|79      
 33542  recovered   age20_39    59|69      
 33545  recovered   age20_39    51|67      
 33546  recovered   age20_39    54|65      
 33551  recovered   age20_39    58|67      
 33552  recovered   age20_39    50|60      
 33555  recovered   age20_39    60|72      
 33557  recovered   age20_39    41|62      
 33562  recovered   age20_39    64|76|99   
 33564  recovered   age20_39    32|45|56   
 33565  recovered   age20_39    55|77      
 33566  recovered   age20_39    58|69      
 33576  recovered   age20_39    69|103     
 33577  recovered   age20_39    79|101     
 33579  recovered   age20_39    54|66      
 33581  recovered   age20_39    36|57      
 33592  recovered   age20_39    46|66      
 33598  recovered   age20_39    68|84|97   
 33599  recovered   age20_39    50|63|73   
 33600  recovered   age20_39    54|81      
 33601  recovered   age20_39    17|67      
 33610  recovered   age20_39    51|99      
 33612  recovered   age20_39    64|88      
 33615  recovered   age20_39    55|66      
 33618  recovered   age20_39    47|63      
 33620  recovered   age20_39    65|95      
 33621  recovered   age20_39    53|65      
 33622  recovered   age20_39    66|75      
 33629  recovered   age20_39    57|75      
 33632  recovered   age20_39    69|80      
 33635  recovered   age20_39    42|86      
 33637  recovered   age20_39    57|73      
 33646  recovered   age20_39    44|88      
 33647  recovered   age20_39    34|70      
 33654  recovered   age20_39    43|68      
 33658  recovered   age20_39    51|82      
 33660  recovered   age20_39    53|64|73   
 33663  recovered   age20_39    47|67|104  
 33664  recovered   age20_39    63|114     
 33665  recovered   age20_39    64|80      
 33672  recovered   age20_39    48|60      
 33681  recovered   age20_39    48|63      
 33684  recovered   age20_39    62|73      
 33692  recovered   age20_39    65|78      
 33695  recovered   age20_39    37|58      
 33697  recovered   age20_39    58|67      
 33699  recovered   age20_39    52|88      
 33700  recovered   age20_39    54|76      
 33701  recovered   age20_39    47|57|70|93
 33703  recovered   age20_39    51|105     
 33704  recovered   age20_39    48|61      
 33705  recovered   age20_39    49|88      
 33706  recovered   age20_39    59|74      
 33710  recovered   age20_39    59|84      
 33726  recovered   age20_39    43|57|87   
 33728  recovered   age20_39    68|80      
 33729  recovered   age20_39    40|61      
 33733  recovered   age20_39    51|68|79   
 33734  recovered   age20_39    55|68      
 33737  recovered   age20_39    50|63      
 33742  recovered   age20_39    47|83      
 33743  recovered   age20_39    45|62      
 33745  recovered   age20_39    43|54      
 33748  recovered   age20_39    57|76      
 33751  recovered   age20_39    53|62      
 33753  recovered   age20_39    49|59      
 33754  recovered   age20_39    61|80      
 33757  recovered   age20_39    61|83      
 33758  recovered   age20_39    67|76      
 33760  recovered   age20_39    79|104     
 33764  recovered   age20_39    44|94      
 33767  recovered   age20_39    46|60|70   
 33771  recovered   age20_39    50|64      
 33772  recovered   age20_39    54|75      
 33773  recovered   age20_39    62|71      
 33776  recovered   age20_39    65|74      
 33779  recovered   age20_39    45|60|76   
 33781  recovered   age20_39    52|66|85|10
 33786  recovered   age20_39    63|78      
 33787  recovered   age20_39    44|67      
 33788  recovered   age20_39    66|76      
 33789  recovered   age20_39    71|81|93   
 33793  recovered   age20_39    50|70      
 33796  recovered   age20_39    50|60|70   
 33797  recovered   age20_39    50|70      
 33799  recovered   age20_39    61|71      
 33803  recovered   age20_39    55|71      
 33808  recovered   age20_39    52|73|85   
 33810  recovered   age20_39    61|72      
 33813  recovered   age20_39    51|68|81|10
 33815  recovered   age20_39    53|62      
 33816  recovered   age20_39    64|97      
 33817  recovered   age20_39    51|89      
 33819  recovered   age20_39    50|62      
 33820  recovered   age20_39    35|51|60|69
 33824  recovered   age20_39    60|70      
 33830  recovered   age20_39    54|79      
 33837  recovered   age20_39    45|58      
 33842  recovered   age20_39    64|75      
 33843  recovered   age20_39    45|86      
 33845  recovered   age20_39    55|71      
 33848  recovered   age20_39    56|69      
 33854  recovered   age20_39    53|73      
 33855  recovered   age20_39    57|76|99   
 33858  recovered   age20_39    37|65      
 33859  recovered   age20_39    55|141     
 33863  recovered   age20_39    54|67|83   
 33864  recovered   age20_39    60|72      
 33866  recovered   age20_39    38|53      
 33867  recovered   age20_39    46|62      
 33868  recovered   age20_39    55|75      
 33871  recovered   age20_39    58|73      
 33874  recovered   age20_39    54|67      
 33879  recovered   age20_39    60|73      
 33884  recovered   age20_39    60|72      
 33886  recovered   age20_39    46|58      
 33888  recovered   age20_39    56|66      
 33889  recovered   age20_39    49|69      
 33890  recovered   age20_39    58|72|84   
 33893  recovered   age20_39    56|71      
 33896  recovered   age20_39    46|68      
 33897  recovered   age20_39    63|86      
 33904  recovered   age20_39    50|88|100  
 33905  recovered   age20_39    46|66      
 33908  recovered   age20_39    80|91      
 33910  recovered   age20_39    55|65      
 33912  recovered   age20_39    66|77      
 33914  recovered   age20_39    50|60|85   
 33915  recovered   age20_39    54|63|84   
 33921  recovered   age20_39    67|86|98   
 33922  recovered   age20_39    54|69      
 33923  recovered   age20_39    56|71      
 33925  recovered   age20_39    64|75      
 33927  recovered   age20_39    57|82      
 33930  recovered   age20_39    45|97      
 33932  recovered   age20_39    57|108     
 33933  recovered   age20_39    63|81|91   
 33943  recovered   age20_39    55|72|90   
 33944  recovered   age20_39    57|70      
 33946  recovered   age20_39    52|64|74   
 33947  recovered   age20_39    57|84      
 33950  recovered   age20_39    67|89      
 33951  recovered   age20_39    12|48|82|91
 33952  recovered   age20_39    78|96      
 33953  recovered   age20_39    66|76      
 33954  recovered   age20_39    56|73|87   
 33958  recovered   age20_39    72|97      
 33961  recovered   age20_39    50|62|74   
 33962  recovered   age20_39    48|83      
 33963  recovered   age20_39    51|82      
 33964  recovered   age20_39    49|142     
 33965  recovered   age20_39    61|88      
 33972  recovered   age20_39    49|72      
 33973  recovered   age20_39    58|69      
 33976  recovered   age20_39    54|69      
 33977  recovered   age20_39    57|75      
 33979  recovered   age20_39    56|70      
 33980  recovered   age20_39    61|73      
